freq,psd_x,psd_y,psd_z,psd_xyz
132.5,2.709e+05,1.947e+04,2.461e+04,3.150e+05
133.7,2.461e+05,2.245e+04,2.512e+04,2.936e+05
135.0,2.541e+05,2.623e+04,2.635e+04,3.066e+05
136.2,2.737e+05,3.126e+04,2.869e+04,3.336e+05
137.5,2.484e+05,3.028e+04,2.313e+04,3.018e+05
138.7,2.205e+05,3.592e+04,2.494e+04,2.814e+05
140.0,2.521e+05,4.483e+04,3.228e+04,3.292e+05
141.2,2.348e+05,4.417e+04,3.032e+04,3.093e+05
142.5,2.499e+05,5.539e+04,3.688e+04,3.421e+05
143.7,2.237e+05,4.263e+04,2.969e+04,2.960e+05
145.0,2.638e+05,5.270e+04,3.249e+04,3.490e+05
146.2,2.982e+05,6.478e+04,3.786e+04,4.009e+05
147.5,2.795e+05,6.247e+04,3.654e+04,3.785e+05
148.7,2.831e+05,6.530e+04,3.659e+04,3.850e+05
150.0,2.527e+05,5.373e+04,3.009e+04,3.365e+05
151.2,2.775e+05,5.975e+04,3.106e+04,3.683e+05
152.5,2.469e+05,4.874e+04,2.617e+04,3.218e+05
153.7,2.281e+05,4.030e+04,2.241e+04,2.908e+05
155.0,2.915e+05,5.637e+04,2.865e+04,3.766e+05
156.2,2.981e+05,5.504e+04,2.604e+04,3.792e+05
157.5,2.553e+05,4.604e+04,2.271e+04,3.241e+05
158.7,1.888e+05,2.754e+04,1.462e+04,2.310e+05
160.0,2.122e+05,2.954e+04,1.471e+04,2.564e+05
161.2,2.277e+05,3.158e+04,1.529e+04,2.745e+05
162.5,1.790e+05,2.386e+04,1.244e+04,2.153e+05
163.7,1.992e+05,3.057e+04,1.476e+04,2.445e+05
165.0,1.924e+05,2.522e+04,1.279e+04,2.304e+05
166.2,1.784e+05,2.321e+04,1.122e+04,2.128e+05
167.5,1.834e+05,2.337e+04,1.063e+04,2.175e+05
168.7,1.724e+05,2.415e+04,9.921e+03,2.065e+05
170.0,1.531e+05,2.115e+04,9.417e+03,1.837e+05
171.2,1.518e+05,1.971e+04,9.101e+03,1.806e+05
172.5,1.581e+05,1.906e+04,9.268e+03,1.864e+05
173.7,1.648e+05,2.070e+04,1.116e+04,1.967e+05
175.0,1.730e+05,1.767e+04,1.218e+04,2.028e+05
176.2,1.433e+05,1.590e+04,9.948e+03,1.692e+05
177.5,1.154e+05,1.234e+04,8.438e+03,1.362e+05
178.7,1.318e+05,1.335e+04,9.831e+03,1.550e+05
180.0,1.315e+05,1.549e+04,1.052e+04,1.575e+05
181.2,1.308e+05,1.545e+04,9.467e+03,1.558e+05
182.5,1.287e+05,1.502e+04,9.292e+03,1.531e+05
183.7,1.205e+05,1.439e+04,1.016e+04,1.451e+05
185.0,1.175e+05,1.540e+04,9.970e+03,1.429e+05
186.2,1.252e+05,1.587e+04,1.027e+04,1.513e+05
187.5,1.081e+05,1.327e+04,8.664e+03,1.301e+05
188.7,1.245e+05,1.452e+04,8.961e+03,1.479e+05
190.0,1.078e+05,1.507e+04,8.054e+03,1.309e+05
191.2,1.038e+05,1.448e+04,8.947e+03,1.272e+05
192.5,1.183e+05,1.527e+04,1.042e+04,1.440e+05
193.7,1.269e+05,1.604e+04,1.046e+04,1.534e+05
195.0,1.323e+05,1.650e+04,1.148e+04,1.602e+05
196.2,1.149e+05,1.617e+04,1.022e+04,1.413e+05
197.5,1.247e+05,1.884e+04,1.066e+04,1.542e+05
198.7,1.266e+05,2.128e+04,1.134e+04,1.593e+05
200.0,1.269e+05,1.997e+04,1.095e+04,1.579e+05
