freq,psd_x,psd_y,psd_z,psd_xyz
57.4,3.155e+03,1.344e+04,2.137e+05,2.303e+05
58.7,3.723e+03,1.325e+04,2.417e+05,2.586e+05
59.9,3.374e+03,1.351e+04,2.507e+05,2.676e+05
61.2,3.331e+03,1.362e+04,2.348e+05,2.518e+05
62.4,4.285e+03,1.487e+04,2.074e+05,2.265e+05
63.7,4.332e+03,1.415e+04,2.036e+05,2.221e+05
64.9,4.594e+03,1.633e+04,1.729e+05,1.938e+05
66.2,4.077e+03,1.350e+04,1.818e+05,1.993e+05
67.4,4.172e+03,1.443e+04,1.773e+05,1.959e+05
68.7,4.338e+03,1.624e+04,1.791e+05,1.997e+05
69.9,4.976e+03,1.667e+04,1.763e+05,1.979e+05
71.2,5.759e+03,1.745e+04,1.893e+05,2.125e+05
72.4,6.924e+03,1.993e+04,2.077e+05,2.346e+05
73.7,6.446e+03,1.999e+04,1.759e+05,2.023e+05
74.9,6.803e+03,2.320e+04,2.225e+05,2.525e+05
76.1,7.328e+03,2.665e+04,2.227e+05,2.567e+05
77.4,7.642e+03,2.705e+04,1.897e+05,2.244e+05
78.6,9.511e+03,3.026e+04,2.046e+05,2.444e+05
79.9,1.071e+04,3.299e+04,1.895e+05,2.332e+05
81.1,1.173e+04,3.655e+04,2.133e+05,2.616e+05
82.4,9.666e+03,3.154e+04,1.678e+05,2.090e+05
83.6,7.739e+03,3.411e+04,1.677e+05,2.095e+05
84.9,9.384e+03,5.153e+04,2.801e+05,3.410e+05
86.1,8.738e+03,5.003e+04,2.604e+05,3.192e+05
87.4,7.433e+03,4.518e+04,2.131e+05,2.657e+05
88.6,9.821e+03,5.705e+04,2.742e+05,3.410e+05
89.9,2.044e+04,7.760e+04,3.645e+05,4.626e+05
91.1,2.739e+04,1.093e+05,5.175e+05,6.543e+05
92.4,2.395e+04,9.324e+04,4.133e+05,5.305e+05
93.6,1.462e+04,6.874e+04,3.018e+05,3.852e+05
94.9,1.043e+04,5.943e+04,2.629e+05,3.328e+05
96.1,1.059e+04,4.479e+04,1.745e+05,2.299e+05
97.4,1.017e+04,4.051e+04,1.677e+05,2.184e+05
98.6,1.056e+04,3.946e+04,1.656e+05,2.156e+05
99.9,1.077e+04,3.587e+04,1.338e+05,1.804e+05
101.1,1.027e+04,3.522e+04,1.276e+05,1.731e+05
102.4,1.052e+04,3.746e+04,1.258e+05,1.738e+05
103.6,1.074e+04,3.461e+04,1.250e+05,1.704e+05
104.9,1.039e+04,2.861e+04,9.788e+04,1.369e+05
106.1,1.073e+04,2.915e+04,9.643e+04,1.363e+05
107.4,1.078e+04,3.608e+04,1.233e+05,1.701e+05
108.6,1.104e+04,3.523e+04,1.274e+05,1.737e+05
109.9,1.100e+04,3.755e+04,1.142e+05,1.627e+05
111.1,1.113e+04,3.485e+04,1.003e+05,1.463e+05
112.3,1.393e+04,4.003e+04,1.067e+05,1.607e+05
113.6,1.505e+04,5.917e+04,1.450e+05,2.192e+05
114.8,1.277e+04,5.007e+04,1.146e+05,1.774e+05
116.1,1.440e+04,5.032e+04,1.069e+05,1.717e+05
117.3,1.759e+04,4.720e+04,9.362e+04,1.584e+05
118.6,2.229e+04,4.705e+04,8.841e+04,1.578e+05
119.8,2.259e+04,4.323e+04,9.400e+04,1.598e+05
121.1,2.541e+04,4.438e+04,1.066e+05,1.764e+05
122.3,2.695e+04,4.119e+04,1.167e+05,1.848e+05
123.6,3.034e+04,4.309e+04,1.306e+05,2.040e+05
124.8,3.497e+04,3.495e+04,1.246e+05,1.946e+05
126.1,4.385e+04,3.853e+04,1.126e+05,1.950e+05
127.3,3.639e+04,3.284e+04,6.783e+04,1.371e+05
128.6,3.460e+04,3.198e+04,5.066e+04,1.172e+05
129.8,3.598e+04,3.036e+04,5.505e+04,1.214e+05
131.1,4.341e+04,3.288e+04,5.563e+04,1.319e+05
132.3,3.769e+04,3.145e+04,4.864e+04,1.178e+05
133.6,3.750e+04,3.136e+04,4.726e+04,1.161e+05
134.8,3.825e+04,2.858e+04,4.793e+04,1.148e+05
136.1,3.385e+04,2.943e+04,4.404e+04,1.073e+05
137.3,2.811e+04,3.830e+04,3.872e+04,1.051e+05
138.6,2.437e+04,3.651e+04,3.584e+04,9.672e+04
139.8,2.240e+04,2.735e+04,2.943e+04,7.918e+04
141.1,2.394e+04,3.139e+04,3.043e+04,8.576e+04
142.3,2.087e+04,2.820e+04,2.926e+04,7.833e+04
143.6,2.259e+04,3.037e+04,3.062e+04,8.358e+04
144.8,2.701e+04,3.460e+04,3.873e+04,1.003e+05
146.1,2.553e+04,2.731e+04,3.737e+04,9.022e+04
147.3,2.349e+04,2.156e+04,3.424e+04,7.928e+04
148.6,2.055e+04,2.072e+04,3.489e+04,7.616e+04
149.8,1.662e+04,2.143e+04,3.169e+04,6.974e+04
151.0,1.676e+04,1.893e+04,2.959e+04,6.527e+04
152.3,1.991e+04,1.904e+04,3.306e+04,7.201e+04
153.5,1.779e+04,1.779e+04,2.969e+04,6.527e+04
154.8,1.587e+04,1.721e+04,2.725e+04,6.033e+04
156.0,1.864e+04,1.910e+04,2.832e+04,6.606e+04
157.3,1.736e+04,1.927e+04,2.691e+04,6.354e+04
158.5,1.461e+04,1.701e+04,2.374e+04,5.537e+04
159.8,1.560e+04,1.936e+04,2.273e+04,5.769e+04
161.0,1.570e+04,1.862e+04,2.350e+04,5.782e+04
162.3,1.315e+04,1.490e+04,2.205e+04,5.010e+04
163.5,1.303e+04,1.461e+04,1.998e+04,4.762e+04
164.8,1.320e+04,1.370e+04,2.005e+04,4.695e+04
166.0,1.197e+04,1.213e+04,1.911e+04,4.321e+04
167.3,1.057e+04,1.069e+04,1.638e+04,3.764e+04
168.5,9.327e+03,9.396e+03,1.601e+04,3.473e+04
169.8,9.580e+03,1.046e+04,1.478e+04,3.482e+04
171.0,1.106e+04,1.146e+04,1.791e+04,4.043e+04
172.3,1.322e+04,1.040e+04,1.794e+04,4.156e+04
173.5,1.353e+04,1.063e+04,1.564e+04,3.980e+04
174.8,1.346e+04,9.191e+03,1.521e+04,3.786e+04
176.0,1.570e+04,9.969e+03,1.725e+04,4.292e+04
177.3,1.643e+04,1.029e+04,1.837e+04,4.508e+04
178.5,1.731e+04,9.477e+03,1.572e+04,4.251e+04
179.8,1.545e+04,8.898e+03,1.441e+04,3.875e+04
181.0,1.545e+04,9.745e+03,1.398e+04,3.918e+04
182.3,1.854e+04,9.934e+03,1.394e+04,4.242e+04
183.5,1.894e+04,1.160e+04,1.463e+04,4.517e+04
184.8,1.741e+04,1.048e+04,1.283e+04,4.073e+04
186.0,2.110e+04,1.102e+04,1.401e+04,4.613e+04
187.2,1.901e+04,1.036e+04,1.425e+04,4.363e+04
188.5,1.578e+04,9.947e+03,1.342e+04,3.914e+04
189.7,1.674e+04,9.275e+03,1.254e+04,3.856e+04
191.0,1.607e+04,1.087e+04,1.113e+04,3.808e+04
192.2,1.653e+04,1.090e+04,1.177e+04,3.920e+04
193.5,1.522e+04,1.041e+04,1.255e+04,3.818e+04
194.7,1.453e+04,1.024e+04,1.320e+04,3.798e+04
196.0,1.309e+04,9.452e+03,1.319e+04,3.573e+04
197.2,1.327e+04,1.035e+04,1.241e+04,3.602e+04
198.5,1.520e+04,1.180e+04,1.215e+04,3.915e+04
199.7,1.287e+04,1.014e+04,1.054e+04,3.355e+04
