freq,psd_x,psd_y,psd_z,psd_xyz
50.9,8.633e+05,4.942e+03,8.887e+03,8.771e+05
52.1,1.101e+06,4.995e+03,9.183e+03,1.115e+06
53.4,9.974e+05,4.712e+03,8.701e+03,1.011e+06
54.6,1.453e+06,4.902e+03,9.707e+03,1.468e+06
55.8,2.050e+06,5.140e+03,1.262e+04,2.068e+06
57.1,1.938e+06,5.500e+03,1.400e+04,1.957e+06
58.3,2.281e+06,6.033e+03,1.922e+04,2.307e+06
59.6,3.506e+06,6.162e+03,2.690e+04,3.539e+06
60.8,4.153e+06,6.111e+03,3.227e+04,4.191e+06
62.0,5.169e+06,8.378e+03,4.394e+04,5.222e+06
63.3,5.606e+06,1.068e+04,5.520e+04,5.672e+06
64.5,4.003e+06,1.209e+04,4.703e+04,4.062e+06
65.8,3.950e+06,1.409e+04,4.639e+04,4.010e+06
67.0,5.015e+06,2.068e+04,6.359e+04,5.099e+06
68.2,5.340e+06,2.588e+04,7.962e+04,5.445e+06
69.5,4.558e+06,2.350e+04,7.566e+04,4.657e+06
70.7,4.291e+06,2.272e+04,7.757e+04,4.391e+06
72.0,4.854e+06,2.543e+04,9.227e+04,4.972e+06
73.2,4.168e+06,2.693e+04,8.618e+04,4.281e+06
74.4,4.024e+06,2.956e+04,9.059e+04,4.144e+06
75.7,2.578e+06,2.865e+04,7.130e+04,2.678e+06
76.9,3.095e+06,3.362e+04,9.618e+04,3.225e+06
78.2,2.461e+06,3.520e+04,9.596e+04,2.592e+06
79.4,1.869e+06,3.661e+04,9.376e+04,1.999e+06
80.6,1.321e+06,3.899e+04,8.157e+04,1.442e+06
81.9,1.228e+06,4.081e+04,8.531e+04,1.354e+06
83.1,1.308e+06,4.157e+04,8.666e+04,1.436e+06
84.4,1.175e+06,3.817e+04,8.625e+04,1.300e+06
85.6,9.248e+05,3.372e+04,7.996e+04,1.039e+06
86.9,7.086e+05,3.127e+04,7.456e+04,8.144e+05
88.1,5.871e+05,3.009e+04,7.372e+04,6.909e+05
89.3,5.304e+05,3.223e+04,9.818e+04,6.608e+05
90.6,5.707e+05,3.525e+04,1.124e+05,7.183e+05
91.8,6.383e+05,3.554e+04,1.257e+05,7.995e+05
93.1,7.085e+05,2.237e+04,6.131e+04,7.921e+05
94.3,6.541e+05,1.684e+04,2.931e+04,7.003e+05
95.5,6.979e+05,1.357e+04,1.804e+04,7.295e+05
96.8,6.816e+05,1.323e+04,1.867e+04,7.135e+05
98.0,6.827e+05,1.445e+04,1.686e+04,7.140e+05
99.3,6.684e+05,1.294e+04,1.462e+04,6.960e+05
100.5,7.063e+05,1.085e+04,1.340e+04,7.305e+05
101.7,8.076e+05,1.144e+04,1.310e+04,8.322e+05
103.0,6.710e+05,1.120e+04,1.419e+04,6.963e+05
104.2,5.979e+05,1.103e+04,1.575e+04,6.247e+05
105.5,6.416e+05,1.182e+04,1.845e+04,6.718e+05
106.7,7.211e+05,1.250e+04,2.136e+04,7.549e+05
107.9,7.504e+05,1.266e+04,2.379e+04,7.869e+05
109.2,9.692e+05,1.562e+04,3.251e+04,1.017e+06
110.4,1.111e+06,1.748e+04,4.164e+04,1.171e+06
111.7,1.108e+06,2.041e+04,4.847e+04,1.177e+06
112.9,1.090e+06,2.365e+04,5.075e+04,1.164e+06
114.2,9.452e+05,2.262e+04,4.597e+04,1.014e+06
115.4,9.217e+05,2.333e+04,4.579e+04,9.908e+05
116.6,7.879e+05,2.412e+04,4.529e+04,8.574e+05
117.9,8.961e+05,3.079e+04,5.528e+04,9.821e+05
119.1,8.502e+05,3.463e+04,5.982e+04,9.447e+05
120.4,8.479e+05,4.706e+04,7.624e+04,9.712e+05
121.6,8.646e+05,5.552e+04,8.981e+04,1.010e+06
122.8,7.604e+05,4.892e+04,8.454e+04,8.939e+05
124.1,6.472e+05,4.277e+04,7.710e+04,7.671e+05
125.3,5.598e+05,3.450e+04,5.955e+04,6.538e+05
126.6,4.081e+05,3.486e+04,4.415e+04,4.871e+05
127.8,3.805e+05,3.076e+04,4.374e+04,4.550e+05
129.0,4.069e+05,3.484e+04,4.913e+04,4.909e+05
130.3,3.410e+05,3.260e+04,3.972e+04,4.134e+05
131.5,4.235e+05,5.036e+04,5.459e+04,5.285e+05
132.8,4.330e+05,4.937e+04,5.279e+04,5.351e+05
134.0,4.008e+05,5.858e+04,5.197e+04,5.114e+05
135.2,3.802e+05,5.982e+04,4.719e+04,4.872e+05
136.5,3.521e+05,6.272e+04,4.053e+04,4.553e+05
137.7,3.606e+05,6.895e+04,4.413e+04,4.737e+05
139.0,3.233e+05,6.365e+04,3.589e+04,4.229e+05
140.2,2.770e+05,6.382e+04,3.495e+04,3.758e+05
141.4,2.641e+05,5.905e+04,3.237e+04,3.555e+05
142.7,2.254e+05,5.532e+04,2.847e+04,3.092e+05
143.9,2.348e+05,6.115e+04,2.947e+04,3.254e+05
145.2,2.253e+05,5.042e+04,2.738e+04,3.031e+05
146.4,2.256e+05,5.055e+04,2.693e+04,3.031e+05
147.7,2.206e+05,4.840e+04,2.596e+04,2.949e+05
148.9,2.055e+05,3.665e+04,2.316e+04,2.653e+05
150.1,2.190e+05,3.804e+04,2.484e+04,2.819e+05
151.4,2.346e+05,3.627e+04,2.506e+04,2.959e+05
152.6,2.095e+05,2.781e+04,1.908e+04,2.564e+05
153.9,2.000e+05,2.965e+04,1.898e+04,2.487e+05
155.1,2.021e+05,3.377e+04,1.976e+04,2.556e+05
156.3,1.969e+05,3.039e+04,1.751e+04,2.448e+05
157.6,1.807e+05,3.014e+04,1.463e+04,2.255e+05
158.8,1.529e+05,2.849e+04,1.226e+04,1.937e+05
160.1,1.492e+05,2.846e+04,1.141e+04,1.891e+05
161.3,1.659e+05,2.889e+04,1.143e+04,2.062e+05
162.5,1.708e+05,3.135e+04,1.041e+04,2.125e+05
163.8,1.712e+05,3.111e+04,1.101e+04,2.134e+05
165.0,1.764e+05,2.783e+04,1.169e+04,2.159e+05
166.3,1.523e+05,2.540e+04,1.086e+04,1.886e+05
167.5,1.788e+05,3.479e+04,1.077e+04,2.244e+05
168.7,1.825e+05,3.615e+04,1.067e+04,2.293e+05
170.0,1.525e+05,2.580e+04,9.794e+03,1.881e+05
171.2,1.653e+05,2.856e+04,1.038e+04,2.042e+05
172.5,1.550e+05,3.256e+04,9.521e+03,1.970e+05
173.7,1.531e+05,3.131e+04,1.075e+04,1.952e+05
174.9,1.619e+05,3.308e+04,1.269e+04,2.077e+05
176.2,2.233e+05,5.084e+04,1.570e+04,2.899e+05
177.4,2.712e+05,5.888e+04,1.770e+04,3.477e+05
178.7,3.490e+05,7.693e+04,2.203e+04,4.480e+05
179.9,3.792e+05,8.307e+04,2.197e+04,4.843e+05
181.2,3.176e+05,6.871e+04,1.976e+04,4.061e+05
182.4,3.013e+05,6.187e+04,1.895e+04,3.821e+05
183.6,2.931e+05,5.654e+04,2.116e+04,3.708e+05
184.9,3.002e+05,5.805e+04,2.533e+04,3.836e+05
186.1,2.720e+05,5.471e+04,2.651e+04,3.532e+05
187.4,2.467e+05,4.544e+04,2.139e+04,3.135e+05
188.6,2.516e+05,5.024e+04,1.900e+04,3.208e+05
189.8,2.416e+05,5.239e+04,2.400e+04,3.180e+05
191.1,2.385e+05,5.916e+04,2.078e+04,3.184e+05
192.3,1.884e+05,3.785e+04,1.639e+04,2.426e+05
193.6,1.883e+05,3.539e+04,1.536e+04,2.391e+05
194.8,1.970e+05,4.682e+04,1.421e+04,2.580e+05
196.0,1.450e+05,3.752e+04,1.161e+04,1.942e+05
197.3,1.491e+05,3.386e+04,1.272e+04,1.957e+05
198.5,1.555e+05,3.735e+04,1.368e+04,2.066e+05
199.8,1.526e+05,5.149e+04,1.423e+04,2.183e+05
