freq,psd_x,psd_y,psd_z,psd_xyz
138.2,2.330e+03,9.570e+03,1.148e+04,2.338e+04
139.5,2.544e+03,6.172e+03,9.845e+03,1.856e+04
140.7,2.694e+03,9.388e+03,1.247e+04,2.455e+04
142.0,2.318e+03,9.075e+03,1.247e+04,2.386e+04
143.2,2.176e+03,1.043e+04,1.260e+04,2.522e+04
144.5,2.124e+03,1.035e+04,1.233e+04,2.480e+04
145.7,2.510e+03,8.811e+03,1.189e+04,2.321e+04
146.9,2.337e+03,6.422e+03,1.152e+04,2.028e+04
148.2,2.155e+03,7.485e+03,1.038e+04,2.002e+04
149.4,2.552e+03,6.535e+03,9.286e+03,1.837e+04
150.7,2.319e+03,5.162e+03,9.322e+03,1.680e+04
151.9,2.529e+03,5.332e+03,9.064e+03,1.693e+04
153.2,2.530e+03,6.008e+03,8.951e+03,1.749e+04
154.4,2.165e+03,4.667e+03,8.625e+03,1.546e+04
155.7,2.271e+03,4.067e+03,8.748e+03,1.509e+04
156.9,2.474e+03,6.275e+03,8.107e+03,1.686e+04
158.2,2.504e+03,5.477e+03,7.278e+03,1.526e+04
159.4,3.230e+03,5.590e+03,8.238e+03,1.706e+04
160.6,4.247e+03,5.303e+03,6.806e+03,1.636e+04
161.9,4.185e+03,4.642e+03,6.881e+03,1.571e+04
163.1,4.740e+03,5.117e+03,6.401e+03,1.626e+04
164.4,5.775e+03,4.913e+03,6.168e+03,1.686e+04
165.6,4.971e+03,3.777e+03,6.006e+03,1.475e+04
166.9,5.787e+03,4.225e+03,6.567e+03,1.658e+04
168.1,8.906e+03,5.631e+03,9.751e+03,2.429e+04
169.4,7.035e+03,4.910e+03,1.003e+04,2.197e+04
170.6,4.812e+03,3.491e+03,7.156e+03,1.546e+04
171.9,4.141e+03,2.617e+03,5.569e+03,1.233e+04
173.1,5.269e+03,3.189e+03,7.285e+03,1.574e+04
174.3,4.695e+03,2.920e+03,6.964e+03,1.458e+04
175.6,3.265e+03,1.968e+03,5.474e+03,1.071e+04
176.8,3.092e+03,1.941e+03,5.381e+03,1.041e+04
178.1,2.912e+03,2.150e+03,5.482e+03,1.054e+04
179.3,3.363e+03,2.527e+03,6.867e+03,1.276e+04
180.6,3.119e+03,2.283e+03,5.434e+03,1.084e+04
181.8,3.322e+03,2.374e+03,5.272e+03,1.097e+04
183.1,3.403e+03,2.707e+03,4.862e+03,1.097e+04
184.3,2.777e+03,2.395e+03,4.363e+03,9.535e+03
185.6,4.013e+03,3.349e+03,4.588e+03,1.195e+04
186.8,3.402e+03,3.076e+03,4.125e+03,1.060e+04
188.0,2.978e+03,3.223e+03,3.754e+03,9.955e+03
189.3,3.251e+03,3.428e+03,3.694e+03,1.037e+04
190.5,2.438e+03,2.922e+03,3.672e+03,9.032e+03
191.8,2.037e+03,2.664e+03,3.889e+03,8.590e+03
193.0,1.860e+03,2.617e+03,3.904e+03,8.380e+03
194.3,1.725e+03,2.222e+03,3.650e+03,7.597e+03
195.5,1.870e+03,2.145e+03,3.460e+03,7.475e+03
196.8,2.291e+03,2.597e+03,3.845e+03,8.733e+03
198.0,2.022e+03,2.379e+03,3.776e+03,8.177e+03
199.3,2.239e+03,2.815e+03,3.870e+03,8.924e+03
